scenario,species,life_stage,habitat_type,flow,suitable_acres,timestamp
Existing,fall,adult,instream,7000,3.151331497,11/19/2018 10:00
Existing,fall,adult,floodplain,7000,-9999,11/19/2018 10:00
Existing,fall,juvenile,instream,7000,0.016528926,11/19/2018 10:00
Existing,fall,juvenile,floodplain,7000,197.3007346,11/19/2018 10:00
Existing,fall,rearing,instream,7000,0.016528926,11/19/2018 10:00
Existing,fall,rearing,floodplain,7000,197.3007346,11/19/2018 10:00
Existing,fall,spawning,instream,7000,3.151331497,11/19/2018 10:00
Existing,fall,spawning,floodplain,7000,-9999,11/19/2018 10:00
Existing,spring,adult,instream,7000,-9999,11/19/2018 10:00
Existing,spring,adult,floodplain,7000,-9999,11/19/2018 10:00
Existing,spring,juvenile,instream,7000,0.904315886,11/19/2018 10:00
Existing,spring,juvenile,floodplain,7000,197.3007346,11/19/2018 10:00
Existing,spring,rearing,instream,7000,0.904315886,11/19/2018 10:00
Existing,spring,rearing,floodplain,7000,197.3007346,11/19/2018 10:00
Existing,spring,spawning,instream,7000,-9999,11/19/2018 10:00
Existing,spring,spawning,floodplain,7000,-9999,11/19/2018 10:00
Existing,late-fall,adult,instream,7000,3.151331497,11/19/2018 10:00
Existing,late-fall,adult,floodplain,7000,-9999,11/19/2018 10:00
Existing,late-fall,juvenile,instream,7000,0.016528926,11/19/2018 10:00
Existing,late-fall,juvenile,floodplain,7000,197.3007346,11/19/2018 10:00
Existing,late-fall,rearing,instream,7000,0.016528926,11/19/2018 10:00
Existing,late-fall,rearing,floodplain,7000,197.3007346,11/19/2018 10:00
Existing,late-fall,spawning,instream,7000,3.151331497,11/19/2018 10:00
Existing,late-fall,spawning,floodplain,7000,-9999,11/19/2018 10:00
Existing,hardhead,adult,instream,7000,-9999,11/19/2018 10:00
Existing,hardhead,adult,floodplain,7000,-9999,11/19/2018 10:00
Existing,hardhead,juvenile,instream,7000,0.297061524,11/19/2018 10:00
Existing,hardhead,juvenile,floodplain,7000,107.6850321,11/19/2018 10:00
Existing,hardhead,rearing,instream,7000,0.297061524,11/19/2018 10:00
Existing,hardhead,rearing,floodplain,7000,107.6850321,11/19/2018 10:00
Existing,hardhead,spawning,instream,7000,-9999,11/19/2018 10:00
Existing,hardhead,spawning,floodplain,7000,-9999,11/19/2018 10:00
Existing,steelhead,adult,instream,7000,-9999,11/19/2018 10:00
Existing,steelhead,adult,floodplain,7000,-9999,11/19/2018 10:00
Existing,steelhead,juvenile,instream,7000,0.904315886,11/19/2018 10:00
Existing,steelhead,juvenile,floodplain,7000,197.3007346,11/19/2018 10:00
Existing,steelhead,rearing,instream,7000,0.904315886,11/19/2018 10:00
Existing,steelhead,rearing,floodplain,7000,197.3007346,11/19/2018 10:00
Existing,steelhead,spawning,instream,7000,-9999,11/19/2018 10:00
Existing,steelhead,spawning,floodplain,7000,-9999,11/19/2018 10:00
Existing,fall,adult,instream,9000,1.802387511,11/19/2018 20:00
Existing,fall,adult,floodplain,9000,-9999,11/19/2018 20:00
Existing,fall,juvenile,instream,9000,0.005142332,11/19/2018 20:00
Existing,fall,juvenile,floodplain,9000,208.9902663,11/19/2018 20:00
Existing,fall,rearing,instream,9000,0.005142332,11/19/2018 20:00
Existing,fall,rearing,floodplain,9000,208.9902663,11/19/2018 20:00
Existing,fall,spawning,instream,9000,1.802387511,11/19/2018 20:00
Existing,fall,spawning,floodplain,9000,-9999,11/19/2018 20:00
Existing,spring,adult,instream,9000,-9999,11/19/2018 20:00
Existing,spring,adult,floodplain,9000,-9999,11/19/2018 20:00
Existing,spring,juvenile,instream,9000,0.498806244,11/19/2018 20:00
Existing,spring,juvenile,floodplain,9000,208.9902663,11/19/2018 20:00
Existing,spring,rearing,instream,9000,0.498806244,11/19/2018 20:00
Existing,spring,rearing,floodplain,9000,208.9902663,11/19/2018 20:00
Existing,spring,spawning,instream,9000,-9999,11/19/2018 20:00
Existing,spring,spawning,floodplain,9000,-9999,11/19/2018 20:00
Existing,late-fall,adult,instream,9000,1.802387511,11/19/2018 20:00
Existing,late-fall,adult,floodplain,9000,-9999,11/19/2018 20:00
Existing,late-fall,juvenile,instream,9000,0.005142332,11/19/2018 20:00
Existing,late-fall,juvenile,floodplain,9000,208.9902663,11/19/2018 20:00
Existing,late-fall,rearing,instream,9000,0.005142332,11/19/2018 20:00
Existing,late-fall,rearing,floodplain,9000,208.9902663,11/19/2018 20:00
Existing,late-fall,spawning,instream,9000,1.802387511,11/19/2018 20:00
Existing,late-fall,spawning,floodplain,9000,-9999,11/19/2018 20:00
Existing,hardhead,adult,instream,9000,-9999,11/19/2018 20:00
Existing,hardhead,adult,floodplain,9000,-9999,11/19/2018 20:00
Existing,hardhead,juvenile,instream,9000,0.128833792,11/19/2018 20:00
Existing,hardhead,juvenile,floodplain,9000,113.2410468,11/19/2018 20:00
Existing,hardhead,rearing,instream,9000,0.128833792,11/19/2018 20:00
Existing,hardhead,rearing,floodplain,9000,113.2410468,11/19/2018 20:00
Existing,hardhead,spawning,instream,9000,-9999,11/19/2018 20:00
Existing,hardhead,spawning,floodplain,9000,-9999,11/19/2018 20:00
Existing,steelhead,adult,instream,9000,-9999,11/19/2018 20:00
Existing,steelhead,adult,floodplain,9000,-9999,11/19/2018 20:00
Existing,steelhead,juvenile,instream,9000,0.498806244,11/19/2018 20:00
Existing,steelhead,juvenile,floodplain,9000,208.9902663,11/19/2018 20:00
Existing,steelhead,rearing,instream,9000,0.498806244,11/19/2018 20:00
Existing,steelhead,rearing,floodplain,9000,208.9902663,11/19/2018 20:00
Existing,steelhead,spawning,instream,9000,-9999,11/19/2018 20:00
Existing,steelhead,spawning,floodplain,9000,-9999,11/19/2018 20:00
Existing,fall,adult,instream,10000,1.48328742,11/20/2018 6:00
Existing,fall,adult,floodplain,10000,-9999,11/20/2018 6:00
Existing,fall,juvenile,instream,10000,0.004315886,11/20/2018 6:00
Existing,fall,juvenile,floodplain,10000,212.3593205,11/20/2018 6:00
Existing,fall,rearing,instream,10000,0.004315886,11/20/2018 6:00
Existing,fall,rearing,floodplain,10000,212.3593205,11/20/2018 6:00
Existing,fall,spawning,instream,10000,1.48328742,11/20/2018 6:00
Existing,fall,spawning,floodplain,10000,-9999,11/20/2018 6:00
Existing,spring,adult,instream,10000,-9999,11/20/2018 6:00
Existing,spring,adult,floodplain,10000,-9999,11/20/2018 6:00
Existing,spring,juvenile,instream,10000,0.412396694,11/20/2018 6:00
Existing,spring,juvenile,floodplain,10000,212.3593205,11/20/2018 6:00
Existing,spring,rearing,instream,10000,0.412396694,11/20/2018 6:00
Existing,spring,rearing,floodplain,10000,212.3593205,11/20/2018 6:00
Existing,spring,spawning,instream,10000,-9999,11/20/2018 6:00
Existing,spring,spawning,floodplain,10000,-9999,11/20/2018 6:00
Existing,late-fall,adult,instream,10000,1.48328742,11/20/2018 6:00
Existing,late-fall,adult,floodplain,10000,-9999,11/20/2018 6:00
Existing,late-fall,juvenile,instream,10000,0.004315886,11/20/2018 6:00
Existing,late-fall,juvenile,floodplain,10000,212.3593205,11/20/2018 6:00
Existing,late-fall,rearing,instream,10000,0.004315886,11/20/2018 6:00
Existing,late-fall,rearing,floodplain,10000,212.3593205,11/20/2018 6:00
Existing,late-fall,spawning,instream,10000,1.48328742,11/20/2018 6:00
Existing,late-fall,spawning,floodplain,10000,-9999,11/20/2018 6:00
Existing,hardhead,adult,instream,10000,-9999,11/20/2018 6:00
Existing,hardhead,adult,floodplain,10000,-9999,11/20/2018 6:00
Existing,hardhead,juvenile,instream,10000,0.103397612,11/20/2018 6:00
Existing,hardhead,juvenile,floodplain,10000,115.4974288,11/20/2018 6:00
Existing,hardhead,rearing,instream,10000,0.103397612,11/20/2018 6:00
Existing,hardhead,rearing,floodplain,10000,115.4974288,11/20/2018 6:00
Existing,hardhead,spawning,instream,10000,-9999,11/20/2018 6:00
Existing,hardhead,spawning,floodplain,10000,-9999,11/20/2018 6:00
Existing,steelhead,adult,instream,10000,-9999,11/20/2018 6:00
Existing,steelhead,adult,floodplain,10000,-9999,11/20/2018 6:00
Existing,steelhead,juvenile,instream,10000,0.412396694,11/20/2018 6:00
Existing,steelhead,juvenile,floodplain,10000,212.3593205,11/20/2018 6:00
Existing,steelhead,rearing,instream,10000,0.412396694,11/20/2018 6:00
Existing,steelhead,rearing,floodplain,10000,212.3593205,11/20/2018 6:00
Existing,steelhead,spawning,instream,10000,-9999,11/20/2018 6:00
Existing,steelhead,spawning,floodplain,10000,-9999,11/20/2018 6:00
Existing,fall,adult,instream,11000,1.265105601,11/20/2018 16:00
Existing,fall,adult,floodplain,11000,-9999,11/20/2018 16:00
Existing,fall,juvenile,instream,11000,0.003305785,11/20/2018 16:00
Existing,fall,juvenile,floodplain,11000,216.0891644,11/20/2018 16:00
Existing,fall,rearing,instream,11000,0.003305785,11/20/2018 16:00
Existing,fall,rearing,floodplain,11000,216.0891644,11/20/2018 16:00
Existing,fall,spawning,instream,11000,1.265105601,11/20/2018 16:00
Existing,fall,spawning,floodplain,11000,-9999,11/20/2018 16:00
Existing,spring,adult,instream,11000,-9999,11/20/2018 16:00
Existing,spring,adult,floodplain,11000,-9999,11/20/2018 16:00
Existing,spring,juvenile,instream,11000,0.295592287,11/20/2018 16:00
Existing,spring,juvenile,floodplain,11000,216.0891644,11/20/2018 16:00
Existing,spring,rearing,instream,11000,0.295592287,11/20/2018 16:00
Existing,spring,rearing,floodplain,11000,216.0891644,11/20/2018 16:00
Existing,spring,spawning,instream,11000,-9999,11/20/2018 16:00
Existing,spring,spawning,floodplain,11000,-9999,11/20/2018 16:00
Existing,late-fall,adult,instream,11000,1.265105601,11/20/2018 16:00
Existing,late-fall,adult,floodplain,11000,-9999,11/20/2018 16:00
Existing,late-fall,juvenile,instream,11000,0.003305785,11/20/2018 16:00
Existing,late-fall,juvenile,floodplain,11000,216.0891644,11/20/2018 16:00
Existing,late-fall,rearing,instream,11000,0.003305785,11/20/2018 16:00
Existing,late-fall,rearing,floodplain,11000,216.0891644,11/20/2018 16:00
Existing,late-fall,spawning,instream,11000,1.265105601,11/20/2018 16:00
Existing,late-fall,spawning,floodplain,11000,-9999,11/20/2018 16:00
Existing,hardhead,adult,instream,11000,-9999,11/20/2018 16:00
Existing,hardhead,adult,floodplain,11000,-9999,11/20/2018 16:00
Existing,hardhead,juvenile,instream,11000,0.056749311,11/20/2018 16:00
Existing,hardhead,juvenile,floodplain,11000,117.5474747,11/20/2018 16:00
Existing,hardhead,rearing,instream,11000,0.056749311,11/20/2018 16:00
Existing,hardhead,rearing,floodplain,11000,117.5474747,11/20/2018 16:00
Existing,hardhead,spawning,instream,11000,-9999,11/20/2018 16:00
Existing,hardhead,spawning,floodplain,11000,-9999,11/20/2018 16:00
Existing,steelhead,adult,instream,11000,-9999,11/20/2018 16:00
Existing,steelhead,adult,floodplain,11000,-9999,11/20/2018 16:00
Existing,steelhead,juvenile,instream,11000,0.295592287,11/20/2018 16:00
Existing,steelhead,juvenile,floodplain,11000,216.0891644,11/20/2018 16:00
Existing,steelhead,rearing,instream,11000,0.295592287,11/20/2018 16:00
Existing,steelhead,rearing,floodplain,11000,216.0891644,11/20/2018 16:00
Existing,steelhead,spawning,instream,11000,-9999,11/20/2018 16:00
Existing,steelhead,spawning,floodplain,11000,-9999,11/20/2018 16:00
Existing,fall,adult,instream,12000,1.132598714,11/21/2018 2:00
Existing,fall,adult,floodplain,12000,-9999,11/21/2018 2:00
Existing,fall,juvenile,instream,12000,0.002020202,11/21/2018 2:00
Existing,fall,juvenile,floodplain,12000,218.5674931,11/21/2018 2:00
Existing,fall,rearing,instream,12000,0.002020202,11/21/2018 2:00
Existing,fall,rearing,floodplain,12000,218.5674931,11/21/2018 2:00
Existing,fall,spawning,instream,12000,1.132598714,11/21/2018 2:00
Existing,fall,spawning,floodplain,12000,-9999,11/21/2018 2:00
Existing,spring,adult,instream,12000,-9999,11/21/2018 2:00
Existing,spring,adult,floodplain,12000,-9999,11/21/2018 2:00
Existing,spring,juvenile,instream,12000,0.253443526,11/21/2018 2:00
Existing,spring,juvenile,floodplain,12000,218.5674931,11/21/2018 2:00
Existing,spring,rearing,instream,12000,0.253443526,11/21/2018 2:00
Existing,spring,rearing,floodplain,12000,218.5674931,11/21/2018 2:00
Existing,spring,spawning,instream,12000,-9999,11/21/2018 2:00
Existing,spring,spawning,floodplain,12000,-9999,11/21/2018 2:00
Existing,late-fall,adult,instream,12000,1.132598714,11/21/2018 2:00
Existing,late-fall,adult,floodplain,12000,-9999,11/21/2018 2:00
Existing,late-fall,juvenile,instream,12000,0.002020202,11/21/2018 2:00
Existing,late-fall,juvenile,floodplain,12000,218.5674931,11/21/2018 2:00
Existing,late-fall,rearing,instream,12000,0.002020202,11/21/2018 2:00
Existing,late-fall,rearing,floodplain,12000,218.5674931,11/21/2018 2:00
Existing,late-fall,spawning,instream,12000,1.132598714,11/21/2018 2:00
Existing,late-fall,spawning,floodplain,12000,-9999,11/21/2018 2:00
Existing,hardhead,adult,instream,12000,-9999,11/21/2018 2:00
Existing,hardhead,adult,floodplain,12000,-9999,11/21/2018 2:00
Existing,hardhead,juvenile,instream,12000,0.048760331,11/21/2018 2:00
Existing,hardhead,juvenile,floodplain,12000,120.6190083,11/21/2018 2:00
Existing,hardhead,rearing,instream,12000,0.048760331,11/21/2018 2:00
Existing,hardhead,rearing,floodplain,12000,120.6190083,11/21/2018 2:00
Existing,hardhead,spawning,instream,12000,-9999,11/21/2018 2:00
Existing,hardhead,spawning,floodplain,12000,-9999,11/21/2018 2:00
Existing,steelhead,adult,instream,12000,-9999,11/21/2018 2:00
Existing,steelhead,adult,floodplain,12000,-9999,11/21/2018 2:00
Existing,steelhead,juvenile,instream,12000,0.253443526,11/21/2018 2:00
Existing,steelhead,juvenile,floodplain,12000,218.5674931,11/21/2018 2:00
Existing,steelhead,rearing,instream,12000,0.253443526,11/21/2018 2:00
Existing,steelhead,rearing,floodplain,12000,218.5674931,11/21/2018 2:00
Existing,steelhead,spawning,instream,12000,-9999,11/21/2018 2:00
Existing,steelhead,spawning,floodplain,12000,-9999,11/21/2018 2:00
Existing,fall,adult,instream,13000,1.045454545,11/21/2018 12:00
Existing,fall,adult,floodplain,13000,-9999,11/21/2018 12:00
Existing,fall,juvenile,instream,13000,0.000367309,11/21/2018 12:00
Existing,fall,juvenile,floodplain,13000,221.8252525,11/21/2018 12:00
Existing,fall,rearing,instream,13000,0.000367309,11/21/2018 12:00
Existing,fall,rearing,floodplain,13000,221.8252525,11/21/2018 12:00
Existing,fall,spawning,instream,13000,1.045454545,11/21/2018 12:00
Existing,fall,spawning,floodplain,13000,-9999,11/21/2018 12:00
Existing,spring,adult,instream,13000,-9999,11/21/2018 12:00
Existing,spring,adult,floodplain,13000,-9999,11/21/2018 12:00
Existing,spring,juvenile,instream,13000,0.232874197,11/21/2018 12:00
Existing,spring,juvenile,floodplain,13000,221.8252525,11/21/2018 12:00
Existing,spring,rearing,instream,13000,0.232874197,11/21/2018 12:00
Existing,spring,rearing,floodplain,13000,221.8252525,11/21/2018 12:00
Existing,spring,spawning,instream,13000,-9999,11/21/2018 12:00
Existing,spring,spawning,floodplain,13000,-9999,11/21/2018 12:00
Existing,late-fall,adult,instream,13000,1.045454545,11/21/2018 12:00
Existing,late-fall,adult,floodplain,13000,-9999,11/21/2018 12:00
Existing,late-fall,juvenile,instream,13000,0.000367309,11/21/2018 12:00
Existing,late-fall,juvenile,floodplain,13000,221.8252525,11/21/2018 12:00
Existing,late-fall,rearing,instream,13000,0.000367309,11/21/2018 12:00
Existing,late-fall,rearing,floodplain,13000,221.8252525,11/21/2018 12:00
Existing,late-fall,spawning,instream,13000,1.045454545,11/21/2018 12:00
Existing,late-fall,spawning,floodplain,13000,-9999,11/21/2018 12:00
Existing,hardhead,adult,instream,13000,-9999,11/21/2018 12:00
Existing,hardhead,adult,floodplain,13000,-9999,11/21/2018 12:00
Existing,hardhead,juvenile,instream,13000,0.040679522,11/21/2018 12:00
Existing,hardhead,juvenile,floodplain,13000,123.9397612,11/21/2018 12:00
Existing,hardhead,rearing,instream,13000,0.040679522,11/21/2018 12:00
Existing,hardhead,rearing,floodplain,13000,123.9397612,11/21/2018 12:00
Existing,hardhead,spawning,instream,13000,-9999,11/21/2018 12:00
Existing,hardhead,spawning,floodplain,13000,-9999,11/21/2018 12:00
Existing,steelhead,adult,instream,13000,-9999,11/21/2018 12:00
Existing,steelhead,adult,floodplain,13000,-9999,11/21/2018 12:00
Existing,steelhead,juvenile,instream,13000,0.232874197,11/21/2018 12:00
Existing,steelhead,juvenile,floodplain,13000,221.8252525,11/21/2018 12:00
Existing,steelhead,rearing,instream,13000,0.232874197,11/21/2018 12:00
Existing,steelhead,rearing,floodplain,13000,221.8252525,11/21/2018 12:00
Existing,steelhead,spawning,instream,13000,-9999,11/21/2018 12:00
Existing,steelhead,spawning,floodplain,13000,-9999,11/21/2018 12:00
Existing,fall,adult,instream,14000,0.944536272,11/21/2018 22:00
Existing,fall,adult,floodplain,14000,-9999,11/21/2018 22:00
Existing,fall,juvenile,instream,14000,0,11/21/2018 22:00
Existing,fall,juvenile,floodplain,14000,225.6913682,11/21/2018 22:00
Existing,fall,rearing,instream,14000,0,11/21/2018 22:00
Existing,fall,rearing,floodplain,14000,225.6913682,11/21/2018 22:00
Existing,fall,spawning,instream,14000,0.944536272,11/21/2018 22:00
Existing,fall,spawning,floodplain,14000,-9999,11/21/2018 22:00
Existing,spring,adult,instream,14000,-9999,11/21/2018 22:00
Existing,spring,adult,floodplain,14000,-9999,11/21/2018 22:00
Existing,spring,juvenile,instream,14000,0.219283747,11/21/2018 22:00
Existing,spring,juvenile,floodplain,14000,225.6913682,11/21/2018 22:00
Existing,spring,rearing,instream,14000,0.219283747,11/21/2018 22:00
Existing,spring,rearing,floodplain,14000,225.6913682,11/21/2018 22:00
Existing,spring,spawning,instream,14000,-9999,11/21/2018 22:00
Existing,spring,spawning,floodplain,14000,-9999,11/21/2018 22:00
Existing,late-fall,adult,instream,14000,0.944536272,11/21/2018 22:00
Existing,late-fall,adult,floodplain,14000,-9999,11/21/2018 22:00
Existing,late-fall,juvenile,instream,14000,0,11/21/2018 22:00
Existing,late-fall,juvenile,floodplain,14000,225.6913682,11/21/2018 22:00
Existing,late-fall,rearing,instream,14000,0,11/21/2018 22:00
Existing,late-fall,rearing,floodplain,14000,225.6913682,11/21/2018 22:00
Existing,late-fall,spawning,instream,14000,0.944536272,11/21/2018 22:00
Existing,late-fall,spawning,floodplain,14000,-9999,11/21/2018 22:00
Existing,hardhead,adult,instream,14000,-9999,11/21/2018 22:00
Existing,hardhead,adult,floodplain,14000,-9999,11/21/2018 22:00
Existing,hardhead,juvenile,instream,14000,0.034618916,11/21/2018 22:00
Existing,hardhead,juvenile,floodplain,14000,127.156382,11/21/2018 22:00
Existing,hardhead,rearing,instream,14000,0.034618916,11/21/2018 22:00
Existing,hardhead,rearing,floodplain,14000,127.156382,11/21/2018 22:00
Existing,hardhead,spawning,instream,14000,-9999,11/21/2018 22:00
Existing,hardhead,spawning,floodplain,14000,-9999,11/21/2018 22:00
Existing,steelhead,adult,instream,14000,-9999,11/21/2018 22:00
Existing,steelhead,adult,floodplain,14000,-9999,11/21/2018 22:00
Existing,steelhead,juvenile,instream,14000,0.219283747,11/21/2018 22:00
Existing,steelhead,juvenile,floodplain,14000,225.6913682,11/21/2018 22:00
Existing,steelhead,rearing,instream,14000,0.219283747,11/21/2018 22:00
Existing,steelhead,rearing,floodplain,14000,225.6913682,11/21/2018 22:00
Existing,steelhead,spawning,instream,14000,-9999,11/21/2018 22:00
Existing,steelhead,spawning,floodplain,14000,-9999,11/21/2018 22:00
Existing,fall,adult,instream,15000,0.846923783,11/22/2018 8:00
Existing,fall,adult,floodplain,15000,-9999,11/22/2018 8:00
Existing,fall,juvenile,instream,15000,0,11/22/2018 8:00
Existing,fall,juvenile,floodplain,15000,230.8735537,11/22/2018 8:00
Existing,fall,rearing,instream,15000,0,11/22/2018 8:00
Existing,fall,rearing,floodplain,15000,230.8735537,11/22/2018 8:00
Existing,fall,spawning,instream,15000,0.846923783,11/22/2018 8:00
Existing,fall,spawning,floodplain,15000,-9999,11/22/2018 8:00
Existing,spring,adult,instream,15000,-9999,11/22/2018 8:00
Existing,spring,adult,floodplain,15000,-9999,11/22/2018 8:00
Existing,spring,juvenile,instream,15000,0.195592287,11/22/2018 8:00
Existing,spring,juvenile,floodplain,15000,230.8735537,11/22/2018 8:00
Existing,spring,rearing,instream,15000,0.195592287,11/22/2018 8:00
Existing,spring,rearing,floodplain,15000,230.8735537,11/22/2018 8:00
Existing,spring,spawning,instream,15000,-9999,11/22/2018 8:00
Existing,spring,spawning,floodplain,15000,-9999,11/22/2018 8:00
Existing,late-fall,adult,instream,15000,0.846923783,11/22/2018 8:00
Existing,late-fall,adult,floodplain,15000,-9999,11/22/2018 8:00
Existing,late-fall,juvenile,instream,15000,0,11/22/2018 8:00
Existing,late-fall,juvenile,floodplain,15000,230.8735537,11/22/2018 8:00
Existing,late-fall,rearing,instream,15000,0,11/22/2018 8:00
Existing,late-fall,rearing,floodplain,15000,230.8735537,11/22/2018 8:00
Existing,late-fall,spawning,instream,15000,0.846923783,11/22/2018 8:00
Existing,late-fall,spawning,floodplain,15000,-9999,11/22/2018 8:00
Existing,hardhead,adult,instream,15000,-9999,11/22/2018 8:00
Existing,hardhead,adult,floodplain,15000,-9999,11/22/2018 8:00
Existing,hardhead,juvenile,instream,15000,0.025528007,11/22/2018 8:00
Existing,hardhead,juvenile,floodplain,15000,129.8495868,11/22/2018 8:00
Existing,hardhead,rearing,instream,15000,0.025528007,11/22/2018 8:00
Existing,hardhead,rearing,floodplain,15000,129.8495868,11/22/2018 8:00
Existing,hardhead,spawning,instream,15000,-9999,11/22/2018 8:00
Existing,hardhead,spawning,floodplain,15000,-9999,11/22/2018 8:00
Existing,steelhead,adult,instream,15000,-9999,11/22/2018 8:00
Existing,steelhead,adult,floodplain,15000,-9999,11/22/2018 8:00
Existing,steelhead,juvenile,instream,15000,0.195592287,11/22/2018 8:00
Existing,steelhead,juvenile,floodplain,15000,230.8735537,11/22/2018 8:00
Existing,steelhead,rearing,instream,15000,0.195592287,11/22/2018 8:00
Existing,steelhead,rearing,floodplain,15000,230.8735537,11/22/2018 8:00
Existing,steelhead,spawning,instream,15000,-9999,11/22/2018 8:00
Existing,steelhead,spawning,floodplain,15000,-9999,11/22/2018 8:00
